0.440404	3.642117	-7.499441	7.915722	0.000000	0.163390
0.440552	-9.230445	16.640956	5.843155	0.000000	27.877348
0.442704	3.012246	-7.496772	9.313673	0.000000	0.745038
0.443115	3.544859	-7.322634	9.896603	0.000000	8.335056
0.443801	2.704230	-7.308623	8.983429	0.000000	10.082124
0.445565	3.302420	-7.979486	9.609949	0.818182	8.458362
0.445688	-4.990012	-5.303596	14.568256	0.090909	26.078732
0.445911	3.402226	-7.252579	9.827963	0.909091	1.471462
0.446013	2.215506	-7.410148	9.718019	0.909091	1.910807
0.446365	2.883475	-6.609516	10.012654	0.909091	0.595479
0.446515	3.491414	-7.139490	9.438596	0.909091	0.256975
0.446810	2.360058	-7.177520	10.055701	0.909091	3.295570
0.446949	2.162009	-7.496994	9.700648	1.000000	0.009494
0.448467	3.339731	-8.110924	9.282993	1.000000	0.276790
0.448647	3.360326	-8.074895	9.486047	1.000000	0.031019
0.448775	3.651145	-7.421824	10.238777	1.000000	0.036089
0.448902	1.995813	-7.602967	9.808036	1.000000	0.020467
0.449312	3.357159	-8.085348	9.332750	1.000000	1.502004
0.449570	2.115519	-7.734515	9.714230	1.000000	6.648348
0.449686	2.052113	-7.568718	9.809752	1.000000	0.058981
0.450099	1.646236	-7.488210	9.510513	1.000000	0.122248
0.450314	1.954059	-7.680028	10.028092	1.000000	0.316851
0.450507	2.910048	-6.653551	10.727858	1.000000	1.262699
0.450882	1.791150	-7.058315	9.787079	1.000000	9.243140
0.451117	1.827502	-7.036075	9.832244	1.000000	0.847704
0.451310	1.819768	-7.063541	10.034313	1.000000	1.836932
0.451467	1.519557	-7.538694	9.805889	1.000000	0.785240
0.451703	1.874940	-7.920551	10.185767	1.000000	8.558129
0.451862	2.022581	-6.839030	10.247282	1.000000	8.342347
0.451971	3.619912	-7.391800	10.078491	1.000000	0.609012
0.452141	3.509360	-8.452416	9.897473	1.000000	0.949479
0.452434	3.551405	-8.465315	9.799688	1.000000	2.523969
0.452804	1.438276	-7.596406	9.836056	1.000000	0.137273
0.452922	2.042160	-7.772323	10.277953	1.000000	16.025761
0.453221	3.169186	-6.681350	10.106287	1.000000	1.441633
0.453311	1.822280	-8.016071	10.316395	1.000000	1.770450
0.453456	1.871743	-6.659110	10.161646	1.000000	3.686854
0.453602	3.514477	-8.398929	9.662224	1.000000	4.615613
0.453896	1.890846	-6.601732	9.959917	1.000000	0.042596
0.454442	3.420303	-8.282281	9.554400	1.000000	0.634583
0.454792	3.535760	-8.555719	9.783611	1.000000	1.149743
0.455146	1.824170	-6.291709	9.916222	1.000000	0.190947
0.455364	1.845150	-6.374997	9.878890	1.000000	0.664176
0.455424	1.869464	-6.217540	10.118228	1.000000	0.117141
0.455930	1.898154	-6.018493	9.932196	1.000000	1.054760
0.456055	1.711791	-5.621847	9.406414	1.000000	2.669249
0.456900	1.777882	-5.685341	9.822289	1.000000	1.836603
0.456989	1.787575	-5.681227	9.930040	0.909091	0.520148
0.457106	1.905866	-5.770965	9.768662	0.909091	49.834171
0.458095	3.754563	-8.607093	10.092577	0.909091	3.578767
0.458677	3.672124	-8.445076	9.847965	0.909091	1.126949
0.459235	3.641556	-8.493670	9.877382	0.909091	1.043741
0.459921	2.420270	-19.223254	18.822804	0.090909	45.887285
0.460390	1.683208	-4.903168	9.545096	0.909091	5.896195
0.460607	1.772146	-5.125677	10.052383	0.909091	1.449119
0.460809	1.841484	-5.049172	10.158460	0.909091	0.850796
0.461168	1.878916	-4.664980	9.610702	0.909091	12.200289
0.461283	2.149401	-4.729809	9.956794	0.909091	3.725724
0.461467	1.343468	-4.806314	9.838226	1.000000	1.139979
0.462341	1.824701	-4.988458	9.537924	1.000000	1.755513
0.463004	1.926542	-4.652971	10.134500	1.000000	1.832127
0.463212	1.594268	-4.638848	10.226179	1.000000	14.800863
0.463237	4.173969	-8.591192	10.605408	1.000000	4.978419
0.463360	1.812762	-4.897164	9.232199	1.000000	0.371667
0.463890	1.665222	-4.939197	9.539395	0.909091	2.862371
0.464149	1.956237	-4.285792	10.030009	0.909091	0.089145
0.464322	1.706598	-4.854241	9.194987	0.909091	0.339135
0.464609	1.591836	-4.530874	9.815370	0.909091	2.129342
0.464892	1.921692	-4.622169	10.037133	0.909091	1.499297
0.464987	9.237225	-12.259088	66.192763	0.090909	48.094131
0.465022	1.849147	-4.278898	9.977183	0.909091	1.396925
0.465362	1.948982	-4.434465	10.354453	0.909091	14.952718
0.465459	1.809736	-4.422233	11.409745	0.909091	3.985007
0.465841	2.060908	-4.330939	10.201091	0.909091	3.319581
0.466608	4.287374	-8.373353	10.481099	0.909091	4.144113
0.466908	2.083556	-4.330383	10.373968	1.000000	0.436067
0.467137	4.184488	-8.082345	10.610223	1.000000	0.024449
0.467254	1.659658	-4.176928	10.588138	0.727273	0.426318
0.467524	1.839263	-4.228080	10.727162	0.909091	2.439988
0.467858	4.551503	-8.511462	10.884588	0.818182	15.121865
0.468073	4.419394	-8.454639	10.575893	0.909091	8.624876
0.468459	4.505128	-8.321868	10.671748	0.818182	1.291291
0.469206	2.445073	-4.205617	10.476360	1.000000	2.076170
0.469361	2.433682	-4.044157	10.328001	1.000000	0.168548
0.470034	2.688173	-4.418897	10.371155	1.000000	0.215251
0.470710	2.565596	-4.305919	10.354368	1.000000	7.265936
0.470829	1.718458	-4.053942	10.866936	0.909091	1.787615
0.471250	1.677264	-4.069732	10.746104	1.000000	0.770076
0.471943	1.673436	-3.980996	10.395161	1.000000	24.084928
0.472099	1.585463	-4.093862	10.906089	1.000000	0.403943
